task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
183	03/77e703	100640	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-12 05:16:19.653	1.6s	0ms	455.7%	3.2 MB	5.4 MB	90.5 KB	3.8 KB
184	ea/45bd9c	100888	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2023-10-12 05:16:21.270	6m 35s	2s	155.3%	89.8 MB	2.3 GB	16.8 MB	103.1 KB
185	b9/54eef5	101340	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5556343)	COMPLETED	0	2023-10-12 05:22:56.382	1.8s	0ms	674.2%	18.5 MB	1.7 GB	149 KB	60.1 KB
186	8b/fd4a3e	101591	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5405022)	COMPLETED	0	2023-10-12 05:22:58.205	1.8s	0ms	706.1%	3.1 MB	5.4 MB	149.2 KB	60.2 KB
187	f2/f7ec43	101844	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (SRR13500958)	COMPLETED	0	2023-10-12 05:23:00.028	1.9s	1s	589.5%	3.1 MB	5.4 MB	148.7 KB	60.1 KB
188	81/aa0ccb	102093	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2023-10-12 05:23:01.909	1.8s	0ms	590.9%	3.1 MB	5.4 MB	149.4 KB	60.1 KB
189	02/e96597	102343	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5743893)	COMPLETED	0	2023-10-12 05:23:03.761	1.7s	0ms	581.8%	3.1 MB	5.4 MB	148.8 KB	60.1 KB
190	2b/b6cf6a	102595	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5556343)	COMPLETED	0	2023-10-12 05:23:05.498	1.8s	15ms	108.5%	0	0	120.5 KB	31.1 KB
191	5e/d21093	102785	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5405022)	COMPLETED	0	2023-10-12 05:23:07.278	1.7s	12ms	88.9%	0	0	120.5 KB	31.1 KB
192	bc/a14f4e	103108	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (SRR13500958)	COMPLETED	0	2023-10-12 05:23:09.006	1.6s	13ms	129.7%	0	0	120.5 KB	31.1 KB
193	6a/684ed4	103404	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2023-10-12 05:23:10.620	1.6s	14ms	117.1%	0	0	120.4 KB	31 KB
194	82/29472f	103726	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5743893)	COMPLETED	0	2023-10-12 05:23:12.265	1.8s	13ms	126.3%	2.8 MB	3.9 MB	120.5 KB	31.1 KB
195	07/15f1b1	104071	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5556343.consensus.fa)	COMPLETED	0	2023-10-12 05:23:14.035	11.3s	9s	114.2%	389 MB	2.5 GB	23.2 MB	2.6 MB
196	66/89cb51	104779	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5405022.consensus.fa)	COMPLETED	0	2023-10-12 05:23:25.366	10.3s	7s	115.8%	393.4 MB	2.5 GB	23.2 MB	2.6 MB
197	68/0995d7	105475	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2023-10-12 05:23:35.634	10.7s	8s	115.2%	394.1 MB	2.5 GB	23.2 MB	2.6 MB
198	cf/177cd5	106192	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2023-10-12 05:23:46.374	10.7s	8s	116.3%	396.4 MB	2.5 GB	23.2 MB	2.6 MB
199	78/eeeb03	106890	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	COMPLETED	0	2023-10-12 05:23:57.041	10.4s	8s	116.0%	389.8 MB	2.5 GB	23.2 MB	2.6 MB
200	d5/a43244	107582	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	COMPLETED	0	2023-10-12 05:24:07.468	5m 2s	14.2s	168.7%	208 MB	4.6 GB	629.8 MB	8.2 MB
201	9c/3c20b4	108810	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2023-10-12 05:29:09.227	1m 56s	145ms	107.5%	7.3 MB	14.6 MB	993.7 KB	9.1 KB
202	ac/dea947	109051	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2023-10-12 05:31:05.085	46.3s	44.4s	104.1%	153 MB	2.3 GB	105 MB	37.3 MB
